LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,361,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1251,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1346,REP,2611,0.27,47.91,0.27,51.55,REP,Ron DeSantis (REP),95,3.64,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4311,Majority White,Other,34.0,33.7,30.4,63.4,11.0,12.8,12.8
Last updated at 11-14-2022 20:55,362,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),850,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),858,REP,1726,0.58,49.25,0.46,49.71,REP,Ron DeSantis (REP),8,0.46,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2589,Majority White,Other,34.6,30.8,33.4,55.6,10.9,10.2,23.3
Last updated at 11-14-2022 20:55,363,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),252,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),120,REP,379,1.32,66.49,0.53,31.66,DEM,Charlie Crist (DEM),132,34.83,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1122,Other,Other,49.2,14.2,33.8,30.8,32.5,24.3,12.3
Last updated at 11-14-2022 20:55,364,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),617,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),441,REP,1072,1.31,57.56,0.0,41.14,DEM,Charlie Crist (DEM),176,16.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2029,Other,Other,41.7,22.1,34.3,40.1,22.4,16.3,21.2
Last updated at 11-14-2022 20:55,365,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),65,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),50,REP,115,0.0,56.52,0.0,43.48,DEM,Charlie Crist (DEM),15,13.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,168,Other,Other,39.9,26.2,31.5,43.5,17.9,10.1,28.6
Last updated at 11-14-2022 20:55,366,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),1341,DEM,Hector Roos (LPF),11,LPF,Ron DeSantis (REP),1020,REP,2383,0.46,56.27,0.46,42.8,DEM,Charlie Crist (DEM),321,13.47,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4174,Majority White,Other,37.9,27.1,33.0,55.3,12.8,12.6,19.2
Last updated at 11-14-2022 20:55,367,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),367,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),293,REP,667,0.6,55.02,0.45,43.93,DEM,Charlie Crist (DEM),74,11.09,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1189,Other,Other,37.4,23.5,37.5,40.4,18.9,11.2,29.5
Last updated at 11-14-2022 20:55,368,Carmen Jackie Gimenez (NPA),22,NPA,Charlie Crist (DEM),401,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),211,REP,635,3.46,63.15,0.16,33.23,DEM,Charlie Crist (DEM),190,29.92,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1380,Other,Other,45.0,14.7,38.1,32.2,25.8,12.0,30.0
Last updated at 11-14-2022 20:55,369,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),198,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),140,REP,342,0.88,57.89,0.29,40.94,DEM,Charlie Crist (DEM),58,16.96,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,715,Other,Other,43.4,20.1,34.3,42.0,23.1,21.1,13.8
Last updated at 11-14-2022 20:55,370,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),603,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),608,REP,1219,0.25,49.47,0.41,49.88,REP,Ron DeSantis (REP),5,0.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2196,Majority White,Other,35.7,30.2,32.1,53.4,13.0,13.6,20.0
Last updated at 11-14-2022 20:55,371,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),384,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),297,REP,691,1.16,55.57,0.29,42.98,DEM,Charlie Crist (DEM),87,12.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1420,Other,Other,38.0,19.2,40.8,40.4,20.0,14.4,25.2
Last updated at 11-14-2022 20:55,372,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),283,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),333,REP,620,0.65,45.65,0.0,53.71,REP,Ron DeSantis (REP),50,8.06,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1019,Majority White,Other,33.8,37.6,26.5,60.4,16.2,12.8,10.7
Last updated at 11-14-2022 20:55,373,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),94,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),33,REP,127,0.0,74.02,0.0,25.98,DEM,Charlie Crist (DEM),61,48.03,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,324,Other,Other,46.9,17.9,31.8,42.0,31.8,15.1,11.1
Last updated at 11-14-2022 20:55,374,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),153,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),97,REP,252,0.4,60.71,0.4,38.49,DEM,Charlie Crist (DEM),56,22.22,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,424,Other,Other,41.3,18.4,36.8,35.8,20.8,13.4,30.0
Last updated at 11-14-2022 20:55,401,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),779,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1125,REP,1924,0.73,40.49,0.31,58.47,REP,Ron DeSantis (REP),346,17.98,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3425,Majority White,Other,31.6,34.5,31.4,69.3,6.7,15.6,8.4
Last updated at 11-14-2022 20:55,403,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),515,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),651,REP,1182,0.68,43.57,0.68,55.08,REP,Ron DeSantis (REP),136,11.51,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3101,Other,Other,39.9,24.2,34.0,32.3,9.1,48.0,10.7
Last updated at 11-14-2022 20:55,404,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),230,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),505,REP,735,0.0,31.29,0.0,68.71,REP,Ron DeSantis (REP),275,37.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1248,Majority White,Other,26.1,42.6,29.7,64.8,6.9,18.6,9.7
Last updated at 11-14-2022 20:55,405,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),395,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),279,REP,683,1.02,57.83,0.29,40.85,DEM,Charlie Crist (DEM),116,16.98,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1824,Other,Other,40.7,20.8,35.2,42.9,17.1,29.8,10.2
Last updated at 11-14-2022 20:55,407,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),525,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),704,REP,1241,0.64,42.3,0.32,56.73,REP,Ron DeSantis (REP),179,14.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3078,Majority Hispanic,Other,38.2,25.7,35.0,24.9,7.0,59.2,9.0
Last updated at 11-14-2022 20:55,410,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),360,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),390,REP,757,0.4,47.56,0.53,51.52,REP,Ron DeSantis (REP),30,3.96,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1989,Other,Other,39.4,23.2,35.6,32.1,9.0,45.9,13.0
Last updated at 11-14-2022 20:55,411,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),514,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),686,REP,1217,1.15,42.24,0.25,56.37,REP,Ron DeSantis (REP),172,14.13,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2805,Majority Hispanic,Other,39.1,26.0,33.7,33.3,7.2,51.2,8.3
Last updated at 11-14-2022 20:55,412,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),741,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1127,REP,1873,0.05,39.56,0.21,60.17,REP,Ron DeSantis (REP),386,20.61,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3458,Majority White,Other,30.5,34.9,32.3,62.6,8.8,18.1,10.4
Last updated at 11-14-2022 20:55,413,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),317,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),413,REP,739,1.08,42.9,0.14,55.89,REP,Ron DeSantis (REP),96,12.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1448,Majority White,Other,36.1,30.1,32.5,52.6,7.7,30.0,9.7
Last updated at 11-14-2022 20:55,414,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),741,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),693,REP,1454,0.89,50.96,0.48,47.66,DEM,Charlie Crist (DEM),48,3.3,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3999,Majority Hispanic,Other,42.6,20.5,35.6,21.1,10.7,57.5,10.7
Last updated at 11-14-2022 20:55,415,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),624,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),927,REP,1567,0.83,39.82,0.19,59.16,REP,Ron DeSantis (REP),303,19.34,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3333,Other,Other,38.6,27.9,32.4,41.0,8.2,42.5,8.3
Last updated at 11-14-2022 20:55,421,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),636,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),702,REP,1351,0.74,47.08,0.22,51.96,REP,Ron DeSantis (REP),66,4.89,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2692,Other,Other,40.2,26.5,31.7,38.8,9.0,42.1,10.1
Last updated at 11-14-2022 20:55,422,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),533,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),558,REP,1109,0.9,48.06,0.72,50.32,REP,Ron DeSantis (REP),25,2.25,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2572,Other,Other,40.6,23.8,34.1,29.0,10.1,44.1,16.8
Last updated at 11-14-2022 20:55,423,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),567,DEM,Hector Roos (LPF),13,LPF,Ron DeSantis (REP),611,REP,1199,0.67,47.29,1.08,50.96,REP,Ron DeSantis (REP),44,3.67,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2764,Majority Hispanic,Other,39.9,24.9,33.9,30.2,7.7,53.4,8.7
Last updated at 11-14-2022 20:55,424,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),100,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),99,REP,199,0.0,50.25,0.0,49.75,DEM,Charlie Crist (DEM),1,0.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,402,Other,Other,39.3,25.6,33.6,46.0,8.7,35.6,9.7
Last updated at 11-14-2022 20:55,429,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),694,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),697,REP,1409,0.92,49.25,0.35,49.47,REP,Ron DeSantis (REP),3,0.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3135,Other,Other,38.9,26.2,33.7,43.1,5.7,41.6,9.6
Last updated at 11-14-2022 20:55,430,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),201,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),286,REP,495,0.81,40.61,0.81,57.78,REP,Ron DeSantis (REP),85,17.17,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1242,Majority Hispanic,Other,37.7,23.8,36.7,33.0,3.9,54.8,8.3
Last updated at 11-14-2022 20:55,431,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),952,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1193,REP,2160,0.32,44.07,0.37,55.23,REP,Ron DeSantis (REP),241,11.16,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3589,Majority White,Other,33.9,33.8,30.7,60.1,7.4,18.7,13.8
Last updated at 11-14-2022 20:55,433,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),330,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),475,REP,808,0.25,40.84,0.12,58.79,REP,Ron DeSantis (REP),145,17.95,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1184,Majority White,Other,29.7,44.1,22.9,80.7,3.5,9.5,6.3
Last updated at 11-14-2022 20:55,434,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),958,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1037,REP,2015,0.5,47.54,0.5,51.46,REP,Ron DeSantis (REP),79,3.92,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4186,Majority White,Other,33.9,29.3,34.7,59.9,10.5,18.3,11.3
Last updated at 11-14-2022 20:55,451,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),480,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),906,REP,1398,0.72,34.33,0.14,64.81,REP,Ron DeSantis (REP),426,30.47,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3394,Majority Hispanic,Other,37.8,29.6,31.7,22.0,2.9,64.8,10.3
Last updated at 11-14-2022 20:55,454,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),520,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),540,REP,1071,0.75,48.55,0.28,50.42,REP,Ron DeSantis (REP),20,1.87,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2464,Other,Other,43.9,23.0,31.5,38.0,15.0,38.2,8.8
Last updated at 11-14-2022 20:55,455,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),338,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),519,REP,867,0.69,38.99,0.46,59.86,REP,Ron DeSantis (REP),181,20.88,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1957,Other,Other,39.4,27.3,32.1,33.4,6.0,49.8,10.8
Last updated at 11-14-2022 20:55,457,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),400,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),693,REP,1102,0.64,36.3,0.18,62.89,REP,Ron DeSantis (REP),293,26.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2865,Majority Hispanic,Other,36.4,27.9,34.8,20.2,4.4,59.3,16.2
Last updated at 11-14-2022 20:55,459,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),817,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),766,REP,1601,0.69,51.03,0.44,47.85,DEM,Charlie Crist (DEM),51,3.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3828,Other,Other,42.9,23.5,31.9,39.4,16.7,34.1,9.8
Last updated at 11-14-2022 20:55,461,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),242,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),314,REP,562,0.53,43.06,0.53,55.87,REP,Ron DeSantis (REP),72,12.81,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1157,Other,Other,40.6,27.8,30.5,36.8,6.6,46.8,9.8
Last updated at 11-14-2022 20:55,462,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),87,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),99,REP,187,0.53,46.52,0.0,52.94,REP,Ron DeSantis (REP),12,6.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,294,Majority White,Other,40.5,32.7,25.5,59.9,3.7,26.9,9.5
Last updated at 11-14-2022 20:55,463,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),394,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),316,REP,722,1.11,54.57,0.55,43.77,DEM,Charlie Crist (DEM),78,10.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2054,Other,Other,40.2,20.0,38.2,27.5,14.1,48.3,10.0
Last updated at 11-14-2022 20:55,500,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1475,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1839,REP,3324,0.27,44.37,0.03,55.32,REP,Ron DeSantis (REP),364,10.95,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5157,Majority White,Other,30.1,38.3,29.5,77.0,4.4,8.4,10.2
Last updated at 11-14-2022 20:55,501,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),587,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),660,REP,1256,0.4,46.74,0.32,52.55,REP,Ron DeSantis (REP),73,5.81,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1944,Majority White,Other,35.1,32.3,30.6,61.7,6.7,20.1,11.5
Last updated at 11-14-2022 20:55,502,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),407,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),498,REP,914,0.77,44.53,0.22,54.49,REP,Ron DeSantis (REP),91,9.96,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1871,Majority White,Other,34.7,27.2,35.3,51.6,8.1,29.3,11.0
Last updated at 11-14-2022 20:55,503,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),950,DEM,Hector Roos (LPF),13,LPF,Ron DeSantis (REP),1007,REP,1985,0.76,47.86,0.65,50.73,REP,Ron DeSantis (REP),57,2.87,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3791,Other,Other,37.9,28.1,32.6,43.6,9.1,34.8,12.6
Last updated at 11-14-2022 20:55,504,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),804,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),725,REP,1548,0.84,51.94,0.39,46.83,DEM,Charlie Crist (DEM),79,5.1,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3447,Other,Other,42.5,22.2,34.1,35.0,11.2,41.8,12.0
Last updated at 11-14-2022 20:55,505,Carmen Jackie Gimenez (NPA),17,NPA,Charlie Crist (DEM),1047,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1184,REP,2255,0.75,46.43,0.31,52.51,REP,Ron DeSantis (REP),137,6.08,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4534,Other,Other,37.3,27.1,33.6,41.9,7.8,39.7,10.6
Last updated at 11-14-2022 20:55,506,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),389,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),575,REP,969,0.31,40.14,0.21,59.34,REP,Ron DeSantis (REP),186,19.2,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1515,Majority White,Other,23.9,39.1,35.0,72.9,3.8,9.3,14.0
Last updated at 11-14-2022 20:55,507,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),695,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),812,REP,1522,0.66,45.66,0.33,53.35,REP,Ron DeSantis (REP),117,7.69,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2880,Majority White,Other,33.9,30.5,34.1,56.7,8.4,19.4,15.5
Last updated at 11-14-2022 20:55,508,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),726,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),929,REP,1663,0.18,43.66,0.3,55.86,REP,Ron DeSantis (REP),203,12.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2383,Majority White,Other,28.7,40.8,28.7,78.4,3.4,8.6,9.6
Last updated at 11-14-2022 20:55,509,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),504,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),677,REP,1187,0.42,42.46,0.08,57.03,REP,Ron DeSantis (REP),173,14.57,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1904,Majority White,Other,33.0,35.7,29.4,61.7,4.6,21.9,11.8
Last updated at 11-14-2022 20:55,510,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),675,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),983,REP,1667,0.3,40.49,0.24,58.97,REP,Ron DeSantis (REP),308,18.48,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2348,Majority White,Other,33.3,41.1,24.1,77.2,4.4,12.2,6.2
Last updated at 11-14-2022 20:55,511,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),779,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),868,REP,1667,0.72,46.73,0.48,52.07,REP,Ron DeSantis (REP),89,5.34,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3079,Majority White,Other,37.8,29.3,31.1,52.2,9.2,29.2,9.5
Last updated at 11-14-2022 20:55,512,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),382,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),374,REP,758,0.13,50.4,0.13,49.34,DEM,Charlie Crist (DEM),8,1.06,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1428,Majority White,Other,30.3,32.2,34.9,62.2,7.1,17.2,13.5
Last updated at 11-14-2022 20:55,513,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),285,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),423,REP,713,0.14,39.97,0.56,59.33,REP,Ron DeSantis (REP),138,19.35,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,966,Majority White,Other,32.6,44.0,21.2,79.8,2.4,12.7,5.1
