LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,CANDIDATE_NAME_5,VOTES_WON_5,CANDIDATE_PARTY_5,CANDIDATE_NAME_6,VOTES_WON_6,CANDIDATE_PARTY_6,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,VOTE_SHARE_5,VOTE_SHARE_6,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_VOTE_SHARE_5,CT_VOTE_SHARE_6,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-14-2023 03:17,427,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),453,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),162,DEM,Write-In (OTHER),0,OTHER,619,0.0,73.18,0.48,0.16,26.17,0.0,REP,Marco Rubio (REP),291,47.01,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,27.51,62.89,Marco Rubio (REP) won with 62.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,El Camino Church,1298,Majority Hispanic,Other,26,43.6,8.2,0.2,85,6.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,428,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),682,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),270,DEM,Write-In (OTHER),0,OTHER,957,0.21,71.26,0.21,0.1,28.21,0.0,REP,Marco Rubio (REP),412,43.05,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,24.61,61.38,Marco Rubio (REP) won with 61.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Open Bible Temple,1786,Majority Hispanic,Other,25.6,40.5,12.8,0.4,80.6,6.3,Unincorporated M-D
Last updated at 02-14-2023 03:17,429,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),739,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),473,DEM,Write-In (OTHER),2,OTHER,1221,0.08,60.52,0.25,0.25,38.74,0.16,REP,Marco Rubio (REP),266,21.79,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,22.01,60.07,Marco Rubio (REP) won with 60.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Biltmore Hotel,1838,Majority Hispanic,Other,25.5,45.9,25.2,0.7,69,5,Unincorporated M-D
Last updated at 02-14-2023 03:17,430,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),954,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),386,DEM,Write-In (OTHER),2,OTHER,1353,0.37,70.51,0.22,0.22,28.53,0.15,REP,Marco Rubio (REP),568,41.98,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,31.12,64.41,Marco Rubio (REP) won with 64.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sylvania Heights Elementary School,2525,Majority Hispanic,Other,24,44.7,12.3,0.5,81,6.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,431,Dennis Misigoy (LPF),8,LPF,Marco Rubio (REP),557,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),325,DEM,Write-In (OTHER),0,OTHER,895,0.89,62.23,0.34,0.22,36.31,0.0,REP,Marco Rubio (REP),232,25.92,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,20.32,59.46,Marco Rubio (REP) won with 59.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ebenezer Spanish SDA Church,1602,Majority Hispanic,Other,29.6,39.8,21.2,0.9,71.2,6.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,432,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),738,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),337,DEM,Write-In (OTHER),0,OTHER,1087,0.37,67.89,0.46,0.28,31.0,0.0,REP,Marco Rubio (REP),401,36.89,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,24.77,61.25,Marco Rubio (REP) won with 61.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,A. D. Barnes Park,1975,Majority Hispanic,Other,25.6,41.2,13.1,0.5,81.2,5.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,433,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),943,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),244,DEM,Write-In (OTHER),0,OTHER,1191,0.08,79.18,0.08,0.17,20.49,0.0,REP,Marco Rubio (REP),699,58.69,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,40.03,69.34,Marco Rubio (REP) won with 69.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Emerson Elementary School,2142,Majority Hispanic,Heavily Republican,19.1,50.1,11.1,0.4,81.8,6.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,434,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),950,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),322,DEM,Write-In (OTHER),1,OTHER,1281,0.31,74.16,0.31,0.0,25.14,0.08,REP,Marco Rubio (REP),628,49.02,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,38.17,68.38,Marco Rubio (REP) won with 68.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Banyan Elementary School,2165,Majority Hispanic,Other,22.9,47.2,12.5,0.5,81.4,5.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,435,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),935,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),271,DEM,Write-In (OTHER),0,OTHER,1212,0.17,77.15,0.08,0.25,22.36,0.0,REP,Marco Rubio (REP),664,54.79,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,29.04,63.81,Marco Rubio (REP) won with 63.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Rockway Middle School,2553,Majority Hispanic,Other,21.5,43.7,7.2,0.3,86.1,6.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,436,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),936,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),292,DEM,Write-In (OTHER),1,OTHER,1234,0.0,75.85,0.24,0.16,23.66,0.08,REP,Marco Rubio (REP),644,52.19,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,32.21,65.38,Marco Rubio (REP) won with 65.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Rockway Park Recreation Bldg,2287,Majority Hispanic,Other,22.3,47.8,9.2,0.2,84.9,5.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,437,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),897,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),248,DEM,Write-In (OTHER),1,OTHER,1152,0.35,77.86,0.09,0.09,21.53,0.09,REP,Marco Rubio (REP),649,56.34,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,40.05,68.76,Marco Rubio (REP) won with 68.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Olympia Heights Elementary School,2123,Majority Hispanic,Other,19.8,49.2,8.4,0.4,86.2,5,Unincorporated M-D
Last updated at 02-14-2023 03:17,438,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),1145,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),301,DEM,Write-In (OTHER),0,OTHER,1454,0.14,78.75,0.28,0.14,20.7,0.0,REP,Marco Rubio (REP),844,58.05,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,42.31,70.03,Marco Rubio (REP) won with 70% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Simons Episcopal Church,2737,Majority Hispanic,Other,20.1,49.1,7.2,0.4,87.5,4.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,439,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),1009,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),179,DEM,Write-In (OTHER),0,OTHER,1192,0.08,84.65,0.25,0.0,15.02,0.0,REP,Marco Rubio (REP),830,69.63,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,48.53,73.41,Marco Rubio (REP) won with 73.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Simons Episcopal Church,2040,Majority Hispanic,Heavily Republican,16.9,54,6.6,0.5,87.5,5.4,Unincorporated M-D
Last updated at 02-14-2023 03:17,440,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),853,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),214,DEM,Write-In (OTHER),0,OTHER,1071,0.09,79.65,0.09,0.19,19.98,0.0,REP,Marco Rubio (REP),639,59.66,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,45.02,71.56,Marco Rubio (REP) won with 71.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Village Green Elementary School,1917,Majority Hispanic,Other,19.8,48.7,10,0.4,84.1,5.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,441,Dennis Misigoy (LPF),8,LPF,Marco Rubio (REP),1044,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),308,DEM,Write-In (OTHER),0,OTHER,1368,0.58,76.32,0.37,0.22,22.51,0.0,REP,Marco Rubio (REP),736,53.8,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,33.9,66.16,Marco Rubio (REP) won with 66.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,MDC Herbert S. Saffir Permit & Inspection Ctr,2545,Majority Hispanic,Other,21.7,46.4,11.5,0.4,82.3,5.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,442,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),533,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),169,DEM,Write-In (OTHER),0,OTHER,709,0.0,75.18,0.71,0.28,23.84,0.0,REP,Marco Rubio (REP),364,51.34,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,19.25,58.81,Marco Rubio (REP) won with 58.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Robert King High Community House,1685,Majority Hispanic,Other,23.4,42.4,4.5,0.7,88.1,6.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,443,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),689,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),408,DEM,Write-In (OTHER),0,OTHER,1106,0.18,62.3,0.63,0.0,36.89,0.0,REP,Marco Rubio (REP),281,25.41,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,0.36,49.31,Marco Rubio (REP) won with 49.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Charles R. Hadley Elementary School,2341,Majority Hispanic,Other,28.6,32.6,4.8,0.8,88.3,6.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,444,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),956,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),330,DEM,Write-In (OTHER),0,OTHER,1294,0.23,73.88,0.39,0.0,25.5,0.0,REP,Marco Rubio (REP),626,48.38,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,21.69,60.13,Marco Rubio (REP) won with 60.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Wesley Matthews Elementary School,2497,Majority Hispanic,Other,23.5,42.5,5,0.5,88.6,5.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,445,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),3,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,3,0.0,100.0,0.0,0.0,0.0,0.0,REP,Marco Rubio (REP),3,100.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,100.0,100.0,Marco Rubio (REP) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fire Fighters Memorial Building,7,Other,Heavily Republican,28.6,57.1,42.9,14.3,42.9,0,Unincorporated M-D
Last updated at 02-14-2023 03:17,446,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),3,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),1,DEM,Write-In (OTHER),0,OTHER,4,0.0,75.0,0.0,0.0,25.0,0.0,REP,Marco Rubio (REP),2,50.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,11.11,55.56,Marco Rubio (REP) won with 55.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fire Fighters Memorial Building,19,Majority Hispanic,Other,36.8,10.5,5.3,5.3,89.5,0,Unincorporated M-D
Last updated at 02-14-2023 03:17,447,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),872,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),488,DEM,Write-In (OTHER),0,OTHER,1372,0.36,63.56,0.36,0.15,35.57,0.0,REP,Marco Rubio (REP),384,27.99,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,0.22,48.85,Marco Rubio (REP) won with 48.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Christian School,2821,Majority Hispanic,Other,27.4,32.2,6.7,0.6,86.2,6.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,448,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),755,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),398,DEM,Write-In (OTHER),0,OTHER,1164,0.43,64.86,0.34,0.17,34.19,0.0,REP,Marco Rubio (REP),357,30.67,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,2.47,50.19,Marco Rubio (REP) won with 50.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Roxcy O'Neal Bolton Women's History Gallery,2388,Majority Hispanic,Other,28.6,34,7.2,0.7,85.1,7,Unincorporated M-D
Last updated at 02-14-2023 03:17,449,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),606,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),140,DEM,Write-In (OTHER),1,OTHER,755,0.26,80.26,0.53,0.26,18.54,0.13,REP,Marco Rubio (REP),466,61.72,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,41.9,70.3,Marco Rubio (REP) won with 70.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,W.R. Thomas Middle School,1483,Majority Hispanic,Other,19.4,49.2,7.1,0.5,87.1,5.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,450,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),726,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),8,NPA,Val Demings (DEM),551,DEM,Write-In (OTHER),2,OTHER,1298,0.31,55.93,0.54,0.62,42.45,0.15,REP,Marco Rubio (REP),175,13.48,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,3.13,50.33,Patrick Murphy (DEM) won with 50.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,John I. Smith K-8 Center - Main Campus,2297,Majority Hispanic,Other,25.5,25,13.6,1,74.7,10.7,Doral
Last updated at 02-14-2023 03:17,451,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),1525,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),317,DEM,Write-In (OTHER),0,OTHER,1850,0.16,82.43,0.27,0.0,17.14,0.0,REP,Marco Rubio (REP),1208,65.3,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,53.0,75.88,Marco Rubio (REP) won with 75.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,G. Holmes Braddock Senior High School,3162,Majority Hispanic,Heavily Republican,16.1,53,6.4,0.3,88.4,4.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,452,Dennis Misigoy (LPF),8,LPF,Marco Rubio (REP),828,REP,Steven B. Grant (NPA),14,NPA,Tuan TQ Nguyen (NPA),5,NPA,Val Demings (DEM),553,DEM,Write-In (OTHER),2,OTHER,1410,0.57,58.72,0.99,0.35,39.22,0.14,REP,Marco Rubio (REP),275,19.5,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,3.03,50.59,Patrick Murphy (DEM) won with 50.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Eugenia B. Thomas K-8 Center,2924,Majority Hispanic,Other,28.6,22.8,10.7,1.7,80,7.6,Doral
Last updated at 02-14-2023 03:17,453,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),13,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),16,DEM,Write-In (OTHER),0,OTHER,30,3.33,43.33,0.0,0.0,53.33,0.0,DEM,Val Demings (DEM),3,10.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,32.35,64.71,Patrick Murphy (DEM) won with 64.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Imperial Lakes Club House,96,Majority Hispanic,Heavily Democrat,51,16.7,14.6,28.1,54.2,3.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,454,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),588,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),426,DEM,Write-In (OTHER),0,OTHER,1019,0.1,57.7,0.1,0.29,41.81,0.0,REP,Marco Rubio (REP),162,15.9,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,3.56,50.5,Patrick Murphy (DEM) won with 50.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,John I. Smith K-8 Center - Main Campus,1962,Majority Hispanic,Other,27.2,25.8,14.2,1.2,76.4,8.2,Doral
Last updated at 02-14-2023 03:17,455,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),713,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),340,DEM,Write-In (OTHER),0,OTHER,1062,0.19,67.14,0.56,0.09,32.02,0.0,REP,Marco Rubio (REP),373,35.12,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,0.6,49.09,Marco Rubio (REP) won with 49.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Paul W. Bell Middle School,2571,Majority Hispanic,Other,27.5,34.8,4.2,0.3,89.1,6.4,Unincorporated M-D
Last updated at 02-14-2023 03:17,456,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP) and Patrick Murphy (DEM),N/A,0.0,50.0,Marco Rubio (REP) and Patrick Murphy (DEM) were tied with 50% of votes each in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:17,457,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),696,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),208,DEM,Write-In (OTHER),0,OTHER,909,0.11,76.57,0.22,0.22,22.88,0.0,REP,Marco Rubio (REP),488,53.69,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,35.81,67.31,Marco Rubio (REP) won with 67.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Joe Hall Elementary School,1770,Majority Hispanic,Other,20.2,45.1,4.9,0.3,88.6,6.2,Unincorporated M-D
