LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,450,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),540,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),746,REP,1299,0.77,41.57,0.23,57.43,REP,Ron DeSantis (REP),206,15.86,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,18.19,58.6,Andrew Gillum (DEM) won with 58.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John I. Smith K-8 Center - Main Campus,2297,Majority Hispanic,Other,25.5,25,13.6,1,74.7,10.7,Doral
Last updated at 02-13-2023 22:46,451,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),310,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1536,REP,1849,0.11,16.77,0.05,83.07,REP,Ron DeSantis (REP),1226,66.31,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,48.81,74.0,Ron DeSantis (REP) won with 74% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,G. Holmes Braddock Senior High School,3162,Majority Hispanic,Heavily Republican,16.1,53,6.4,0.3,88.4,4.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,452,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),534,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),862,REP,1410,0.85,37.87,0.14,61.13,REP,Ron DeSantis (REP),328,23.26,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,27.08,62.7,Andrew Gillum (DEM) won with 62.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eugenia B. Thomas K-8 Center,2924,Majority Hispanic,Other,28.6,22.8,10.7,1.7,80,7.6,Doral
Last updated at 02-13-2023 22:46,453,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),15,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),14,REP,30,3.33,50.0,0.0,46.67,DEM,Charlie Crist (DEM),1,3.33,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,32.14,64.3,Andrew Gillum (DEM) won with 64.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Imperial Lakes Club House,96,Majority Hispanic,Heavily Democrat,51,16.7,14.6,28.1,54.2,3.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,454,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),425,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),585,REP,1017,0.59,41.79,0.1,57.52,REP,Ron DeSantis (REP),160,15.73,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,21.41,60.3,Andrew Gillum (DEM) won with 60.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John I. Smith K-8 Center - Main Campus,1962,Majority Hispanic,Other,27.2,25.8,14.2,1.2,76.4,8.2,Doral
Last updated at 02-13-2023 22:46,455,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),329,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),720,REP,1063,1.32,30.95,0.0,67.73,REP,Ron DeSantis (REP),391,36.78,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,6.81,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Paul W. Bell Middle School,2571,Majority Hispanic,Other,27.5,34.8,4.2,0.3,89.1,6.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,456,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-13-2023 22:46,457,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),209,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),693,REP,912,0.99,22.92,0.11,75.99,REP,Ron DeSantis (REP),484,53.07,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,29.63,63.9,Ron DeSantis (REP) won with 63.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Joe Hall Elementary School,1770,Majority Hispanic,Other,20.2,45.1,4.9,0.3,88.6,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,458,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),159,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),147,REP,311,0.96,51.13,0.64,47.27,DEM,Charlie Crist (DEM),12,3.86,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,67.14,83.0,Andrew Gillum (DEM) won with 83% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fair & Expo Center,1005,Other,Other,45,20.3,13.5,19.4,48.9,18.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,459,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),61,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),435,REP,500,0.2,12.2,0.6,87.0,REP,Ron DeSantis (REP),374,74.8,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,48.31,74.0,Ron DeSantis (REP) won with 74% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Greenglade Elementary School,910,Majority Hispanic,Heavily Republican,16.2,51.8,7.8,0.3,85.8,6,Unincorporated M-D
Last updated at 02-13-2023 22:46,460,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),8,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),12,REP,21,4.76,38.1,0.0,57.14,REP,Ron DeSantis (REP),4,19.05,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,3.33,50.0,Ron DeSantis (REP) won with 50% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sweetwater Elementary School,42,Majority Hispanic,Heavily Republican,19,54.8,2.4,2.4,92.9,2.4,Sweetwater
Last updated at 02-13-2023 22:46,461,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),443,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1263,REP,1710,0.23,25.91,0.0,73.86,REP,Ron DeSantis (REP),820,47.95,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,20.28,59.5,Ron DeSantis (REP) won with 59.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,John A. Ferguson Senior High School,3463,Majority Hispanic,Other,23.1,41.6,6,0.5,87.2,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,462,Carmen Jackie Gimenez (NPA),19,NPA,Charlie Crist (DEM),996,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1888,REP,2911,0.65,34.22,0.27,64.86,REP,Ron DeSantis (REP),892,30.64,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,23.2,61.0,Andrew Gillum (DEM) won with 61% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ronald W. Reagan/Doral Senior High School,6589,Majority Hispanic,Other,24.3,23.8,9.3,2.2,80.2,8.3,Doral
Last updated at 02-13-2023 22:46,463,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-13-2023 22:46,464,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),141,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),508,REP,656,0.91,21.49,0.15,77.44,REP,Ron DeSantis (REP),367,55.95,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,36.06,67.5,Ron DeSantis (REP) won with 67.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sweetwater Elementary School,1160,Majority Hispanic,Other,19.5,49.4,6.6,0.3,87.2,5.9,Sweetwater
Last updated at 02-13-2023 22:46,465,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),224,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),758,REP,985,0.1,22.74,0.2,76.95,REP,Ron DeSantis (REP),534,54.21,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,33.17,65.6,Ron DeSantis (REP) won with 65.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West End Park Community House,1912,Majority Hispanic,Other,21.9,48,5.1,0.6,88.3,6,Miami
Last updated at 02-13-2023 22:46,466,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),177,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),521,REP,702,0.28,25.21,0.28,74.22,REP,Ron DeSantis (REP),344,49.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,8.27,53.3,Ron DeSantis (REP) won with 53.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,MDC Herbert S. Saffir Permit & Inspection Ctr,1607,Majority Hispanic,Other,25.5,39.5,3.7,0.7,87.5,8.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,467,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),257,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),953,REP,1217,0.41,21.12,0.16,78.31,REP,Ron DeSantis (REP),696,57.19,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,30.6,64.8,Ron DeSantis (REP) won with 64.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia El Redentor - Asamblea de Dios,2220,Majority Hispanic,Other,20.9,46.4,6.9,0.7,86.4,5.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,468,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),368,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),548,REP,923,0.43,39.87,0.33,59.37,REP,Ron DeSantis (REP),180,19.5,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,28.65,63.5,Andrew Gillum (DEM) won with 63.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Morgan Levy Park,1862,Majority Hispanic,Other,26.3,22.9,12.6,1.7,77.8,7.9,Doral
Last updated at 02-13-2023 22:46,469,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),558,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1554,REP,2127,0.47,26.23,0.24,73.06,REP,Ron DeSantis (REP),996,46.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,9.17,53.9,Ron DeSantis (REP) won with 53.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Arts Studio 6-12 @ Zelda Glazer,4221,Majority Hispanic,Other,23.7,38.8,6.4,1.2,85.1,7.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,470,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),406,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),639,REP,1052,0.57,38.59,0.1,60.74,REP,Ron DeSantis (REP),233,22.15,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,17.41,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ruben Dario Middle School,2592,Majority Hispanic,Other,29.3,31.1,7.5,2,82.9,7.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,471,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),255,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),797,REP,1054,0.19,24.19,0.0,75.62,REP,Ron DeSantis (REP),542,51.42,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,31.86,65.4,Ron DeSantis (REP) won with 65.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Royal Ballrooms Banquet Hall,2025,Majority Hispanic,Other,22.1,46.7,6.8,0.6,86.4,6.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,472,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),230,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),857,REP,1089,0.18,21.12,0.0,78.7,REP,Ron DeSantis (REP),627,57.58,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,35.89,67.2,Ron DeSantis (REP) won with 67.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Chinese Baptist Church,1808,Majority Hispanic,Heavily Republican,17.1,52.1,6.9,0.5,87.9,4.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,482,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-13-2023 22:46,487,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),5,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),22,REP,27,0.0,18.52,0.0,81.48,REP,Ron DeSantis (REP),17,62.96,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,16.0,56.0,Ron DeSantis (REP) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sweetwater Elementary School,98,Majority Hispanic,Other,26.5,28.6,7.1,6.1,77.6,9.2,Sweetwater
Last updated at 02-13-2023 22:46,488,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),408,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1040,REP,1461,0.27,27.93,0.62,71.18,REP,Ron DeSantis (REP),632,43.26,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,4.73,51.2,Andrew Gillum (DEM) won with 51.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jorge Mas Canosa Youth Center,3658,Majority Hispanic,Other,25.3,36.7,3.7,0.4,89.1,6.8,Sweetwater
Last updated at 02-13-2023 22:46,498,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),578,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),170,REP,758,1.06,76.25,0.26,22.43,DEM,Charlie Crist (DEM),408,53.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,83.6,91.3,Andrew Gillum (DEM) won with 91.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eden Eglise Adventist DU 7th Jour,2218,Majority Black,Heavily Democrat,65.7,9.7,6.5,62,24,7.4,Miami
Last updated at 02-13-2023 22:46,499,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),7,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),0,REP,7,0.0,100.0,0.0,0.0,DEM,Charlie Crist (DEM),7,100.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,100.0,100.0,Andrew Gillum (DEM) won with 100% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Liberty Square Community Center,50,Majority Black,Heavily Democrat,72,6,0,86,12,2,Miami
Last updated at 02-13-2023 22:46,500,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),140,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),665,REP,809,0.37,17.31,0.12,82.2,REP,Ron DeSantis (REP),525,64.89,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,42.57,70.8,Ron DeSantis (REP) won with 70.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Seminole Elementary School,1413,Majority Hispanic,Heavily Republican,19,51,6.9,1.2,85.6,6.3,Unincorporated M-D
Last updated at 02-13-2023 22:46,501,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),330,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),83,REP,422,1.9,78.2,0.24,19.67,DEM,Charlie Crist (DEM),247,58.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,87.84,93.5,Andrew Gillum (DEM) won with 93.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jesse J. McCrary Jr. Elementary School,1614,Majority Black,Heavily Democrat,70.1,7.6,3.2,70.3,20,6.6,Miami
Last updated at 02-13-2023 22:46,502,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),776,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),341,REP,1130,0.53,68.67,0.62,30.18,DEM,Charlie Crist (DEM),435,38.5,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,61.43,80.3,Andrew Gillum (DEM) won with 80.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Legion Memorial Park,2581,Other,Other,49.9,14.2,27.7,23.4,38.4,10.5,Miami
Last updated at 02-13-2023 22:46,503,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),235,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),382,REP,623,0.64,37.72,0.32,61.32,REP,Ron DeSantis (REP),147,23.6,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,4.29,50.9,Ron DeSantis (REP) won with 50.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,H U D,1228,Majority Hispanic,Other,28.1,46.2,8.5,5.4,81.1,5,Miami
Last updated at 02-13-2023 22:46,504,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),856,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),336,REP,1197,0.33,71.51,0.08,28.07,DEM,Charlie Crist (DEM),520,43.44,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,67.26,83.5,Andrew Gillum (DEM) won with 83.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Legion Memorial Park,2133,Other,Heavily Democrat,50.6,11.3,47.6,5.4,36.9,10,Miami
Last updated at 02-13-2023 22:46,505,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),446,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),61,REP,511,0.39,87.28,0.39,11.94,DEM,Charlie Crist (DEM),385,75.34,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,92.83,95.9,Andrew Gillum (DEM) won with 95.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Matthew Freewill Baptist Church,1612,Majority Black,Heavily Democrat,75.1,4.5,2.4,78.4,12,7.2,Miami
Last updated at 02-13-2023 22:46,506,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),328,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),37,REP,379,3.17,86.54,0.53,9.76,DEM,Charlie Crist (DEM),291,76.78,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,93.76,96.5,Andrew Gillum (DEM) won with 96.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Edison Courts Community Center,1278,Majority Black,Heavily Democrat,74.3,5.2,3.4,75.7,12.5,8.3,Miami
Last updated at 02-13-2023 22:46,507,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),330,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),48,REP,386,1.04,85.49,1.04,12.44,DEM,Charlie Crist (DEM),282,73.06,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,93.16,96.3,Andrew Gillum (DEM) won with 96.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Thena C. Crowder Early Learning Center,1507,Majority Black,Heavily Democrat,75.6,5.3,0.7,80.3,13.5,5.5,Miami
